Area,Item,Year,Value,Pesticides,average_rain_fall,avg_temp
India,Sorghum,1997,692.0,52279.0,1083.0,23.26
India,Sorghum,1997,692.0,52279.0,1083.0,25.68
India,Sorghum,1997,692.0,52279.0,1083.0,25.09
India,Sorghum,1997,692.0,52279.0,1083.0,24.71
India,Sorghum,1997,692.0,52279.0,1083.0,26.19
India,Sorghum,1997,692.0,52279.0,1083.0,27.47
India,Sorghum,1997,692.0,52279.0,1083.0,24.77
India,Sorghum,1997,692.0,52279.0,1083.0,24.83
India,Sorghum,1997,692.0,52279.0,1083.0,25.75
India,Sorghum,1997,692.0,52279.0,1083.0,25.46
India,Sorghum,1997,692.0,52279.0,1083.0,25.21
India,Sorghum,1997,692.0,52279.0,1083.0,26.38
India,Sorghum,1997,692.0,52279.0,1083.0,24.55
India,Sorghum,1997,692.0,52279.0,1083.0,26.53
India,Sorghum,1998,859.2,49157.0,1083.0,25.91
India,Sorghum,1998,859.2,49157.0,1083.0,27.48
India,Sorghum,1998,859.2,49157.0,1083.0,26.35
India,Sorghum,1998,859.2,49157.0,1083.0,24.34
India,Sorghum,1998,859.2,49157.0,1083.0,26.01
India,Sorghum,1998,859.2,49157.0,1083.0,26.12
India,Sorghum,1998,859.2,49157.0,1083.0,25.77
India,Sorghum,1998,859.2,49157.0,1083.0,26.69
India,Sorghum,1998,859.2,49157.0,1083.0,27.87
India,Sorghum,1998,859.2,49157.0,1083.0,25.87
India,Sorghum,1998,859.2,49157.0,1083.0,26.27
India,Sorghum,1998,859.2,49157.0,1083.0,25.46
India,Sorghum,1998,859.2,49157.0,1083.0,26.4
India,Sorghum,1998,859.2,49157.0,1083.0,25.55
India,Sorghum,1998,859.2,49157.0,1083.0,27.09
India,Sorghum,1998,859.2,49157.0,1083.0,24.84
India,Sorghum,1998,859.2,49157.0,1083.0,27.32
India,Sorghum,1999,847.2,46195.0,1083.0,26.12
India,Sorghum,1999,847.2,46195.0,1083.0,27.21
India,Sorghum,1999,847.2,46195.0,1083.0,26.4
India,Sorghum,1999,847.2,46195.0,1083.0,24.9
India,Sorghum,1999,847.2,46195.0,1083.0,25.29
India,Sorghum,1999,847.2,46195.0,1083.0,25.74
India,Sorghum,1999,847.2,46195.0,1083.0,26.36
India,Sorghum,1999,847.2,46195.0,1083.0,26.86
India,Sorghum,1999,847.2,46195.0,1083.0,27.24
India,Sorghum,1999,847.2,46195.0,1083.0,25.5
India,Sorghum,1999,847.2,46195.0,1083.0,26.42
India,Sorghum,1999,847.2,46195.0,1083.0,25.78
India,Sorghum,1999,847.2,46195.0,1083.0,26.06
India,Sorghum,1999,847.2,46195.0,1083.0,25.97
India,Sorghum,1999,847.2,46195.0,1083.0,25.1
India,Sorghum,1999,847.2,46195.0,1083.0,26.85
India,Sorghum,1999,847.2,46195.0,1083.0,24.93
India,Sorghum,1999,847.2,46195.0,1083.0,26.96
India,Sorghum,1999,847.2,46195.0,1083.0,26.21
India,Sorghum,2000,763.9,44957.52,1083.0,25.98
India,Sorghum,2000,763.9,44957.52,1083.0,27.44
India,Sorghum,2000,763.9,44957.52,1083.0,26.13
India,Sorghum,2000,763.9,44957.52,1083.0,24.57
India,Sorghum,2000,763.9,44957.52,1083.0,25.34
India,Sorghum,2000,763.9,44957.52,1083.0,25.93
India,Sorghum,2000,763.9,44957.52,1083.0,26.05
India,Sorghum,2000,763.9,44957.52,1083.0,26.49
India,Sorghum,2000,763.9,44957.52,1083.0,27.23
India,Sorghum,2000,763.9,44957.52,1083.0,25.62
India,Sorghum,2000,763.9,44957.52,1083.0,26.43
India,Sorghum,2000,763.9,44957.52,1083.0,25.35
India,Sorghum,2000,763.9,44957.52,1083.0,26.18
India,Sorghum,2000,763.9,44957.52,1083.0,25.58
India,Sorghum,2000,763.9,44957.52,1083.0,25.11
India,Sorghum,2000,763.9,44957.52,1083.0,27.08
India,Sorghum,2000,763.9,44957.52,1083.0,24.69
India,Sorghum,2000,763.9,44957.52,1083.0,27.03
India,Sorghum,2001,771.5,43720.04,1083.0,25.76
India,Sorghum,2001,771.5,43720.04,1083.0,27.2
India,Sorghum,2001,771.5,43720.04,1083.0,26.02
India,Sorghum,2001,771.5,43720.04,1083.0,24.5
India,Sorghum,2001,771.5,43720.04,1083.0,25.53
India,Sorghum,2001,771.5,43720.04,1083.0,25.95
India,Sorghum,2001,771.5,43720.04,1083.0,25.86
India,Sorghum,2001,771.5,43720.04,1083.0,26.52
India,Sorghum,2001,771.5,43720.04,1083.0,27.56
India,Sorghum,2001,771.5,43720.04,1083.0,25.59
India,Sorghum,2001,771.5,43720.04,1083.0,25.33
India,Sorghum,2001,771.5,43720.04,1083.0,26.32
India,Sorghum,2001,771.5,43720.04,1083.0,25.82
India,Sorghum,2001,771.5,43720.04,1083.0,25.34
India,Sorghum,2001,771.5,43720.04,1083.0,26.91
India,Sorghum,2001,771.5,43720.04,1083.0,24.76
India,Sorghum,2001,771.5,43720.04,1083.0,26.9
India,Sorghum,2001,771.5,43720.04,1083.0,25.92
India,Sorghum,2002,760.2,42482.56,1083.0,26.66
India,Sorghum,2002,760.2,42482.56,1083.0,27.72
India,Sorghum,2002,760.2,42482.56,1083.0,26.79
India,Sorghum,2002,760.2,42482.56,1083.0,24.91
India,Sorghum,2002,760.2,42482.56,1083.0,25.76
India,Sorghum,2002,760.2,42482.56,1083.0,26.55
India,Sorghum,2002,760.2,42482.56,1083.0,26.63
India,Sorghum,2002,760.2,42482.56,1083.0,26.7
India,Sorghum,2002,760.2,42482.56,1083.0,27.67
India,Sorghum,2002,760.2,42482.56,1083.0,26.15
India,Sorghum,2002,760.2,42482.56,1083.0,27.03
India,Sorghum,2002,760.2,42482.56,1083.0,26.12
India,Sorghum,2002,760.2,42482.56,1083.0,26.75
India,Sorghum,2002,760.2,42482.56,1083.0,26.06
India,Sorghum,2002,760.2,42482.56,1083.0,25.58
India,Sorghum,2002,760.2,42482.56,1083.0,27.15
India,Sorghum,2002,760.2,42482.56,1083.0,25.07
India,Sorghum,2002,760.2,42482.56,1083.0,27.35
India,Sorghum,2002,760.2,42482.56,1083.0,26.49
India,Sorghum,2004,716.1,35113.0,1083.0,26.11
India,Sorghum,2004,716.1,35113.0,1083.0,27.63
India,Sorghum,2004,716.1,35113.0,1083.0,26.25
India,Sorghum,2004,716.1,35113.0,1083.0,24.85
India,Sorghum,2004,716.1,35113.0,1083.0,25.25
India,Sorghum,2004,716.1,35113.0,1083.0,26.22
India,Sorghum,2004,716.1,35113.0,1083.0,26.24
India,Sorghum,2004,716.1,35113.0,1083.0,26.63
India,Sorghum,2004,716.1,35113.0,1083.0,27.23
India,Sorghum,2004,716.1,35113.0,1083.0,25.98
India,Sorghum,2004,716.1,35113.0,1083.0,26.64
India,Sorghum,2004,716.1,35113.0,1083.0,25.59
India,Sorghum,2004,716.1,35113.0,1083.0,26.41
India,Sorghum,2004,716.1,35113.0,1083.0,25.69
India,Sorghum,2004,716.1,35113.0,1083.0,25.32
India,Sorghum,2004,716.1,35113.0,1083.0,27.16
India,Sorghum,2004,716.1,35113.0,1083.0,24.69
India,Sorghum,2004,716.1,35113.0,1083.0,27.29
India,Sorghum,2004,716.1,35113.0,1083.0,25.95
India,Sorghum,2005,796.8,35342.0,1083.0,25.85
India,Sorghum,2005,796.8,35342.0,1083.0,26.83
India,Sorghum,2005,796.8,35342.0,1083.0,26.28
India,Sorghum,2005,796.8,35342.0,1083.0,24.12
India,Sorghum,2005,796.8,35342.0,1083.0,25.48
India,Sorghum,2005,796.8,35342.0,1083.0,25.82
India,Sorghum,2005,796.8,35342.0,1083.0,25.72
India,Sorghum,2005,796.8,35342.0,1083.0,26.73
India,Sorghum,2005,796.8,35342.0,1083.0,27.49
India,Sorghum,2005,796.8,35342.0,1083.0,25.4
India,Sorghum,2005,796.8,35342.0,1083.0,25.77
India,Sorghum,2005,796.8,35342.0,1083.0,25.62
India,Sorghum,2005,796.8,35342.0,1083.0,26.23
India,Sorghum,2005,796.8,35342.0,1083.0,26.11
India,Sorghum,2005,796.8,35342.0,1083.0,25.09
India,Sorghum,2005,796.8,35342.0,1083.0,26.51
India,Sorghum,2005,796.8,35342.0,1083.0,25.07
India,Sorghum,2005,796.8,35342.0,1083.0,26.72
India,Sorghum,2005,796.8,35342.0,1083.0,26.3
India,Sorghum,2006,880.3,37423.0,1083.0,26.34
India,Sorghum,2006,880.3,37423.0,1083.0,27.28
India,Sorghum,2006,880.3,37423.0,1083.0,26.39
India,Sorghum,2006,880.3,37423.0,1083.0,24.72
India,Sorghum,2006,880.3,37423.0,1083.0,25.42
India,Sorghum,2006,880.3,37423.0,1083.0,26.04
India,Sorghum,2006,880.3,37423.0,1083.0,26.37
India,Sorghum,2006,880.3,37423.0,1083.0,26.99
India,Sorghum,2006,880.3,37423.0,1083.0,27.47
India,Sorghum,2006,880.3,37423.0,1083.0,25.78
India,Sorghum,2006,880.3,37423.0,1083.0,26.43
India,Sorghum,2006,880.3,37423.0,1083.0,25.85
India,Sorghum,2006,880.3,37423.0,1083.0,26.13
India,Sorghum,2006,880.3,37423.0,1083.0,25.31
India,Sorghum,2006,880.3,37423.0,1083.0,26.94
India,Sorghum,2006,880.3,37423.0,1083.0,24.98
India,Sorghum,2006,880.3,37423.0,1083.0,27.15
India,Sorghum,2006,880.3,37423.0,1083.0,26.28
India,Sorghum,2007,844.3,27422.77,1083.0,26.0
India,Sorghum,2007,844.3,27422.77,1083.0,27.51
India,Sorghum,2007,844.3,27422.77,1083.0,25.98
India,Sorghum,2007,844.3,27422.77,1083.0,24.6
India,Sorghum,2007,844.3,27422.77,1083.0,25.46
India,Sorghum,2007,844.3,27422.77,1083.0,25.95
India,Sorghum,2007,844.3,27422.77,1083.0,26.15
India,Sorghum,2007,844.3,27422.77,1083.0,26.58
India,Sorghum,2007,844.3,27422.77,1083.0,27.55
India,Sorghum,2007,844.3,27422.77,1083.0,25.66
India,Sorghum,2007,844.3,27422.77,1083.0,26.27
India,Sorghum,2007,844.3,27422.77,1083.0,25.44
India,Sorghum,2007,844.3,27422.77,1083.0,26.39
India,Sorghum,2007,844.3,27422.77,1083.0,25.59
India,Sorghum,2007,844.3,27422.77,1083.0,25.58
India,Sorghum,2007,844.3,27422.77,1083.0,27.23
India,Sorghum,2007,844.3,27422.77,1083.0,24.59
India,Sorghum,2007,844.3,27422.77,1083.0,27.31
India,Sorghum,2007,844.3,27422.77,1083.0,25.82
India,Sorghum,2008,1020.9,14485.33,1083.0,25.57
India,Sorghum,2008,1020.9,14485.33,1083.0,27.05
India,Sorghum,2008,1020.9,14485.33,1083.0,25.78
India,Sorghum,2008,1020.9,14485.33,1083.0,24.25
India,Sorghum,2008,1020.9,14485.33,1083.0,25.35
India,Sorghum,2008,1020.9,14485.33,1083.0,25.65
India,Sorghum,2008,1020.9,14485.33,1083.0,25.68
India,Sorghum,2008,1020.9,14485.33,1083.0,26.52
India,Sorghum,2008,1020.9,14485.33,1083.0,27.45
India,Sorghum,2008,1020.9,14485.33,1083.0,25.3
India,Sorghum,2008,1020.9,14485.33,1083.0,25.88
India,Sorghum,2008,1020.9,14485.33,1083.0,25.11
India,Sorghum,2008,1020.9,14485.33,1083.0,26.19
India,Sorghum,2008,1020.9,14485.33,1083.0,25.56
India,Sorghum,2008,1020.9,14485.33,1083.0,25.23
India,Sorghum,2008,1020.9,14485.33,1083.0,26.51
India,Sorghum,2008,1020.9,14485.33,1083.0,24.51
India,Sorghum,2008,1020.9,14485.33,1083.0,26.83
India,Sorghum,2008,1020.9,14485.33,1083.0,25.66
India,Sorghum,2009,962.1,28707.01,1083.0,26.55
India,Sorghum,2009,962.1,28707.01,1083.0,28.1
India,Sorghum,2009,962.1,28707.01,1083.0,26.76
India,Sorghum,2009,962.1,28707.01,1083.0,24.87
India,Sorghum,2009,962.1,28707.01,1083.0,25.73
India,Sorghum,2009,962.1,28707.01,1083.0,26.68
India,Sorghum,2009,962.1,28707.01,1083.0,27.15
India,Sorghum,2009,962.1,28707.01,1083.0,28.03
India,Sorghum,2009,962.1,28707.01,1083.0,26.41
India,Sorghum,2009,962.1,28707.01,1083.0,26.92
India,Sorghum,2009,962.1,28707.01,1083.0,25.99
India,Sorghum,2009,962.1,28707.01,1083.0,27.14
India,Sorghum,2009,962.1,28707.01,1083.0,26.31
India,Sorghum,2009,962.1,28707.01,1083.0,25.87
India,Sorghum,2009,962.1,28707.01,1083.0,27.43
India,Sorghum,2009,962.1,28707.01,1083.0,25.38
India,Sorghum,2009,962.1,28707.01,1083.0,27.82
India,Sorghum,2010,860.2,40093.69,1083.0,26.51
India,Sorghum,2010,860.2,40093.69,1083.0,28.02
India,Sorghum,2010,860.2,40093.69,1083.0,26.81
India,Sorghum,2010,860.2,40093.69,1083.0,24.98
India,Sorghum,2010,860.2,40093.69,1083.0,25.71
India,Sorghum,2010,860.2,40093.69,1083.0,26.61
India,Sorghum,2010,860.2,40093.69,1083.0,26.52
India,Sorghum,2010,860.2,40093.69,1083.0,27.29
India,Sorghum,2010,860.2,40093.69,1083.0,27.69
India,Sorghum,2010,860.2,40093.69,1083.0,26.31
India,Sorghum,2010,860.2,40093.69,1083.0,26.82
India,Sorghum,2010,860.2,40093.69,1083.0,26.02
India,Sorghum,2010,860.2,40093.69,1083.0,26.93
India,Sorghum,2010,860.2,40093.69,1083.0,26.54
India,Sorghum,2010,860.2,40093.69,1083.0,25.75
India,Sorghum,2010,860.2,40093.69,1083.0,27.16
India,Sorghum,2010,860.2,40093.69,1083.0,25.54
India,Sorghum,2010,860.2,40093.69,1083.0,27.68
India,Sorghum,2010,860.2,40093.69,1083.0,26.67
India,Sorghum,2011,948.7,40093.69,1083.0,25.53
India,Sorghum,2011,948.7,40093.69,1083.0,27.29
India,Sorghum,2011,948.7,40093.69,1083.0,25.81
India,Sorghum,2011,948.7,40093.69,1083.0,24.35
India,Sorghum,2011,948.7,40093.69,1083.0,25.36
India,Sorghum,2011,948.7,40093.69,1083.0,25.72
India,Sorghum,2011,948.7,40093.69,1083.0,25.63
India,Sorghum,2011,948.7,40093.69,1083.0,26.41
India,Sorghum,2011,948.7,40093.69,1083.0,27.41
India,Sorghum,2011,948.7,40093.69,1083.0,25.45
India,Sorghum,2011,948.7,40093.69,1083.0,25.92
India,Sorghum,2011,948.7,40093.69,1083.0,25.06
India,Sorghum,2011,948.7,40093.69,1083.0,26.0
India,Sorghum,2011,948.7,40093.69,1083.0,25.48
India,Sorghum,2011,948.7,40093.69,1083.0,25.16
India,Sorghum,2011,948.7,40093.69,1083.0,26.84
India,Sorghum,2011,948.7,40093.69,1083.0,24.5
India,Sorghum,2011,948.7,40093.69,1083.0,27.02
India,Sorghum,2011,948.7,40093.69,1083.0,25.64
India,Sorghum,2012,956.8,40093.69,1083.0,25.86
India,Sorghum,2012,956.8,40093.69,1083.0,27.03
India,Sorghum,2012,956.8,40093.69,1083.0,26.21
India,Sorghum,2012,956.8,40093.69,1083.0,24.37
India,Sorghum,2012,956.8,40093.69,1083.0,26.04
India,Sorghum,2012,956.8,40093.69,1083.0,25.82
India,Sorghum,2012,956.8,40093.69,1083.0,25.89
India,Sorghum,2012,956.8,40093.69,1083.0,26.94
India,Sorghum,2012,956.8,40093.69,1083.0,28.02
India,Sorghum,2012,956.8,40093.69,1083.0,25.39
India,Sorghum,2012,956.8,40093.69,1083.0,25.88
India,Sorghum,2012,956.8,40093.69,1083.0,25.45
India,Sorghum,2012,956.8,40093.69,1083.0,26.33
India,Sorghum,2012,956.8,40093.69,1083.0,25.98
India,Sorghum,2012,956.8,40093.69,1083.0,25.3
India,Sorghum,2012,956.8,40093.69,1083.0,26.65
India,Sorghum,2012,956.8,40093.69,1083.0,25.09
India,Sorghum,2012,956.8,40093.69,1083.0,26.89
India,Sorghum,2012,956.8,40093.69,1083.0,26.09
India,Sorghum,2013,850.2,40093.69,1083.0,26.69
India,Sorghum,2013,850.2,40093.69,1083.0,27.61
India,Sorghum,2013,850.2,40093.69,1083.0,27.1
India,Sorghum,2013,850.2,40093.69,1083.0,25.44
India,Sorghum,2013,850.2,40093.69,1083.0,26.61
India,Sorghum,2013,850.2,40093.69,1083.0,26.37
India,Sorghum,2013,850.2,40093.69,1083.0,26.71
India,Sorghum,2013,850.2,40093.69,1083.0,27.37
India,Sorghum,2013,850.2,40093.69,1083.0,28.85
India,Sorghum,2013,850.2,40093.69,1083.0,25.94
India,Sorghum,2013,850.2,40093.69,1083.0,26.84
India,Sorghum,2013,850.2,40093.69,1083.0,26.12
India,Sorghum,2013,850.2,40093.69,1083.0,27.11
India,Sorghum,2013,850.2,40093.69,1083.0,26.79
India,Sorghum,2013,850.2,40093.69,1083.0,25.85
India,Sorghum,2013,850.2,40093.69,1083.0,27.14
India,Sorghum,2013,850.2,40093.69,1083.0,25.98
India,Sorghum,2013,850.2,40093.69,1083.0,27.44
India,Sorghum,2013,850.2,40093.69,1083.0,26.99
India,Soya beans,1990,1014.5,75000.0,1083.0,25.58
India,Soya beans,1990,1014.5,75000.0,1083.0,26.88
India,Soya beans,1990,1014.5,75000.0,1083.0,25.79
India,Soya beans,1990,1014.5,75000.0,1083.0,24.1
India,Soya beans,1990,1014.5,75000.0,1083.0,25.25
India,Soya beans,1990,1014.5,75000.0,1083.0,25.44
India,Soya beans,1990,1014.5,75000.0,1083.0,25.54
India,Soya beans,1990,1014.5,75000.0,1083.0,26.36
India,Soya beans,1990,1014.5,75000.0,1083.0,26.91
India,Soya beans,1990,1014.5,75000.0,1083.0,25.16
India,Soya beans,1990,1014.5,75000.0,1083.0,25.77
India,Soya beans,1990,1014.5,75000.0,1083.0,25.12
India,Soya beans,1990,1014.5,75000.0,1083.0,25.68
India,Soya beans,1990,1014.5,75000.0,1083.0,24.78
India,Soya beans,1990,1014.5,75000.0,1083.0,26.59
India,Soya beans,1990,1014.5,75000.0,1083.0,24.37
India,Soya beans,1990,1014.5,75000.0,1083.0,26.63
India,Soya beans,1990,1014.5,75000.0,1083.0,25.64
India,Soya beans,1991,782.5,72133.0,1083.0,25.85
India,Soya beans,1991,782.5,72133.0,1083.0,26.9
India,Soya beans,1991,782.5,72133.0,1083.0,25.96
India,Soya beans,1991,782.5,72133.0,1083.0,23.77
India,Soya beans,1991,782.5,72133.0,1083.0,25.49
India,Soya beans,1991,782.5,72133.0,1083.0,25.82
India,Soya beans,1991,782.5,72133.0,1083.0,25.74
India,Soya beans,1991,782.5,72133.0,1083.0,26.54
India,Soya beans,1991,782.5,72133.0,1083.0,27.35
India,Soya beans,1991,782.5,72133.0,1083.0,25.4
India,Soya beans,1991,782.5,72133.0,1083.0,25.99
India,Soya beans,1991,782.5,72133.0,1083.0,25.32
India,Soya beans,1991,782.5,72133.0,1083.0,26.2
India,Soya beans,1991,782.5,72133.0,1083.0,25.55
India,Soya beans,1991,782.5,72133.0,1083.0,25.06
India,Soya beans,1991,782.5,72133.0,1083.0,26.34
India,Soya beans,1991,782.5,72133.0,1083.0,24.62
India,Soya beans,1991,782.5,72133.0,1083.0,26.7
India,Soya beans,1992,894.7,70791.0,1083.0,25.69
India,Soya beans,1992,894.7,70791.0,1083.0,26.82
India,Soya beans,1992,894.7,70791.0,1083.0,26.09
India,Soya beans,1992,894.7,70791.0,1083.0,23.79
India,Soya beans,1992,894.7,70791.0,1083.0,25.16
India,Soya beans,1992,894.7,70791.0,1083.0,25.91
India,Soya beans,1992,894.7,70791.0,1083.0,25.52
India,Soya beans,1992,894.7,70791.0,1083.0,26.41
India,Soya beans,1992,894.7,70791.0,1083.0,27.24
India,Soya beans,1992,894.7,70791.0,1083.0,25.41
India,Soya beans,1992,894.7,70791.0,1083.0,25.73
India,Soya beans,1992,894.7,70791.0,1083.0,25.27
India,Soya beans,1992,894.7,70791.0,1083.0,26.32
India,Soya beans,1992,894.7,70791.0,1083.0,25.58
India,Soya beans,1992,894.7,70791.0,1083.0,25.14
India,Soya beans,1992,894.7,70791.0,1083.0,26.37
India,Soya beans,1992,894.7,70791.0,1083.0,24.62
India,Soya beans,1992,894.7,70791.0,1083.0,26.78
India,Soya beans,1992,894.7,70791.0,1083.0,25.89
India,Soya beans,1993,1085.7,66074.0,1083.0,25.88
India,Soya beans,1993,1085.7,66074.0,1083.0,27.46
India,Soya beans,1993,1085.7,66074.0,1083.0,26.1
India,Soya beans,1993,1085.7,66074.0,1083.0,24.34
India,Soya beans,1993,1085.7,66074.0,1083.0,25.22
India,Soya beans,1993,1085.7,66074.0,1083.0,25.75
India,Soya beans,1993,1085.7,66074.0,1083.0,25.92
India,Soya beans,1993,1085.7,66074.0,1083.0,26.34
India,Soya beans,1993,1085.7,66074.0,1083.0,27.24
India,Soya beans,1993,1085.7,66074.0,1083.0,25.5
India,Soya beans,1993,1085.7,66074.0,1083.0,26.32
India,Soya beans,1993,1085.7,66074.0,1083.0,25.27
India,Soya beans,1993,1085.7,66074.0,1083.0,26.07
India,Soya beans,1993,1085.7,66074.0,1083.0,25.66
India,Soya beans,1993,1085.7,66074.0,1083.0,25.06
India,Soya beans,1993,1085.7,66074.0,1083.0,27.07
India,Soya beans,1993,1085.7,66074.0,1083.0,24.74
India,Soya beans,1993,1085.7,66074.0,1083.0,27.04
India,Soya beans,1993,1085.7,66074.0,1083.0,25.97
India,Soya beans,1994,910.6,61357.0,1083.0,25.75
India,Soya beans,1994,910.6,61357.0,1083.0,26.74
India,Soya beans,1994,910.6,61357.0,1083.0,26.03
India,Soya beans,1994,910.6,61357.0,1083.0,24.29
India,Soya beans,1994,910.6,61357.0,1083.0,25.22
India,Soya beans,1994,910.6,61357.0,1083.0,25.33
India,Soya beans,1994,910.6,61357.0,1083.0,25.87
India,Soya beans,1994,910.6,61357.0,1083.0,26.54
India,Soya beans,1994,910.6,61357.0,1083.0,27.07
India,Soya beans,1994,910.6,61357.0,1083.0,25.01
India,Soya beans,1994,910.6,61357.0,1083.0,25.92
India,Soya beans,1994,910.6,61357.0,1083.0,25.71
India,Soya beans,1994,910.6,61357.0,1083.0,24.84
India,Soya beans,1994,910.6,61357.0,1083.0,26.46
India,Soya beans,1994,910.6,61357.0,1083.0,24.71
India,Soya beans,1994,910.6,61357.0,1083.0,26.55
India,Soya beans,1994,910.6,61357.0,1083.0,25.95
India,Soya beans,1995,1012.1,61257.0,1083.0,25.86
India,Soya beans,1995,1012.1,61257.0,1083.0,27.2
India,Soya beans,1995,1012.1,61257.0,1083.0,26.15
India,Soya beans,1995,1012.1,61257.0,1083.0,24.04
India,Soya beans,1995,1012.1,61257.0,1083.0,25.44
India,Soya beans,1995,1012.1,61257.0,1083.0,25.73
India,Soya beans,1995,1012.1,61257.0,1083.0,25.92
India,Soya beans,1995,1012.1,61257.0,1083.0,26.62
India,Soya beans,1995,1012.1,61257.0,1083.0,27.24
India,Soya beans,1995,1012.1,61257.0,1083.0,25.5
India,Soya beans,1995,1012.1,61257.0,1083.0,26.13
India,Soya beans,1995,1012.1,61257.0,1083.0,25.55
India,Soya beans,1995,1012.1,61257.0,1083.0,26.04
India,Soya beans,1995,1012.1,61257.0,1083.0,25.76
India,Soya beans,1995,1012.1,61257.0,1083.0,25.24
India,Soya beans,1995,1012.1,61257.0,1083.0,26.72
India,Soya beans,1995,1012.1,61257.0,1083.0,24.64
India,Soya beans,1995,1012.1,61257.0,1083.0,27.03
India,Soya beans,1995,1012.1,61257.0,1083.0,26.01
India,Soya beans,1996,1031.9,56114.0,1083.0,25.63
India,Soya beans,1996,1031.9,56114.0,1083.0,27.06
India,Soya beans,1996,1031.9,56114.0,1083.0,26.1
India,Soya beans,1996,1031.9,56114.0,1083.0,23.81
India,Soya beans,1996,1031.9,56114.0,1083.0,25.41
India,Soya beans,1996,1031.9,56114.0,1083.0,25.9
India,Soya beans,1996,1031.9,56114.0,1083.0,25.55
India,Soya beans,1996,1031.9,56114.0,1083.0,26.65
India,Soya beans,1996,1031.9,56114.0,1083.0,27.37
India,Soya beans,1996,1031.9,56114.0,1083.0,25.79
India,Soya beans,1996,1031.9,56114.0,1083.0,25.31
India,Soya beans,1996,1031.9,56114.0,1083.0,26.46
India,Soya beans,1996,1031.9,56114.0,1083.0,25.75
India,Soya beans,1996,1031.9,56114.0,1083.0,25.34
India,Soya beans,1996,1031.9,56114.0,1083.0,26.64
India,Soya beans,1996,1031.9,56114.0,1083.0,24.78
India,Soya beans,1996,1031.9,56114.0,1083.0,27.01
India,Soya beans,1996,1031.9,56114.0,1083.0,25.99
India,Soya beans,1997,1078.9,52279.0,1083.0,24.92
India,Soya beans,1997,1078.9,52279.0,1083.0,26.45
India,Soya beans,1997,1078.9,52279.0,1083.0,25.58
India,Soya beans,1997,1078.9,52279.0,1083.0,23.26
India,Soya beans,1997,1078.9,52279.0,1083.0,25.68
India,Soya beans,1997,1078.9,52279.0,1083.0,25.09
India,Soya beans,1997,1078.9,52279.0,1083.0,24.71
India,Soya beans,1997,1078.9,52279.0,1083.0,26.19
India,Soya beans,1997,1078.9,52279.0,1083.0,27.47
India,Soya beans,1997,1078.9,52279.0,1083.0,24.77
India,Soya beans,1997,1078.9,52279.0,1083.0,24.83
India,Soya beans,1997,1078.9,52279.0,1083.0,25.75
India,Soya beans,1997,1078.9,52279.0,1083.0,25.46
India,Soya beans,1997,1078.9,52279.0,1083.0,25.21
India,Soya beans,1997,1078.9,52279.0,1083.0,26.38
India,Soya beans,1997,1078.9,52279.0,1083.0,24.55
India,Soya beans,1997,1078.9,52279.0,1083.0,26.53
India,Soya beans,1998,1100.1,49157.0,1083.0,25.91
India,Soya beans,1998,1100.1,49157.0,1083.0,27.48
India,Soya beans,1998,1100.1,49157.0,1083.0,26.35
India,Soya beans,1998,1100.1,49157.0,1083.0,24.34
India,Soya beans,1998,1100.1,49157.0,1083.0,26.01
India,Soya beans,1998,1100.1,49157.0,1083.0,26.12
India,Soya beans,1998,1100.1,49157.0,1083.0,25.77
India,Soya beans,1998,1100.1,49157.0,1083.0,26.69
India,Soya beans,1998,1100.1,49157.0,1083.0,27.87
India,Soya beans,1998,1100.1,49157.0,1083.0,25.87
India,Soya beans,1998,1100.1,49157.0,1083.0,26.27
India,Soya beans,1998,1100.1,49157.0,1083.0,25.46
India,Soya beans,1998,1100.1,49157.0,1083.0,26.4
India,Soya beans,1998,1100.1,49157.0,1083.0,25.55
India,Soya beans,1998,1100.1,49157.0,1083.0,27.09
India,Soya beans,1998,1100.1,49157.0,1083.0,24.84
India,Soya beans,1998,1100.1,49157.0,1083.0,27.32
India,Soya beans,1999,1138.0,46195.0,1083.0,26.12
India,Soya beans,1999,1138.0,46195.0,1083.0,27.21
India,Soya beans,1999,1138.0,46195.0,1083.0,26.4
India,Soya beans,1999,1138.0,46195.0,1083.0,24.9
India,Soya beans,1999,1138.0,46195.0,1083.0,25.29
India,Soya beans,1999,1138.0,46195.0,1083.0,25.74
India,Soya beans,1999,1138.0,46195.0,1083.0,26.36
India,Soya beans,1999,1138.0,46195.0,1083.0,26.86
India,Soya beans,1999,1138.0,46195.0,1083.0,27.24
India,Soya beans,1999,1138.0,46195.0,1083.0,25.5
India,Soya beans,1999,1138.0,46195.0,1083.0,26.42
India,Soya beans,1999,1138.0,46195.0,1083.0,25.78
India,Soya beans,1999,1138.0,46195.0,1083.0,26.06
India,Soya beans,1999,1138.0,46195.0,1083.0,25.97
India,Soya beans,1999,1138.0,46195.0,1083.0,25.1
India,Soya beans,1999,1138.0,46195.0,1083.0,26.85
India,Soya beans,1999,1138.0,46195.0,1083.0,24.93
India,Soya beans,1999,1138.0,46195.0,1083.0,26.96
India,Soya beans,1999,1138.0,46195.0,1083.0,26.21
India,Soya beans,2000,822.2,44957.52,1083.0,25.98
India,Soya beans,2000,822.2,44957.52,1083.0,27.44
India,Soya beans,2000,822.2,44957.52,1083.0,26.13
